LOANAMOUNT,SEX,AGE,HOUSE,CREDITCARD,JOB,DEPENDENT,TELEPHONE,FOREIGNER,RISK
2656,male,42,own,2,skilled,1,yes,yes,No Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
2086,female,29,own,1,skilled,1,none,yes,No Risk
4909,male,34,rent,1,unskilled,1,none,yes,Risk
5351,male,49,own,2,skilled,1,yes,yes,Risk
2704,female,40,rent,1,skilled,1,none,yes,Risk
373,male,33,rent,1,skilled,1,none,yes,No Risk
7184,male,43,free,3,skilled,2,yes,no,Risk
3244,male,44,own,1,skilled,1,yes,yes,No Risk
8377,female,54,own,2,skilled,1,none,yes,Risk
5053,male,43,own,1,skilled,1,yes,yes,Risk
2712,male,30,own,2,skilled,1,none,yes,No Risk
8317,male,47,free,2,skilled,1,yes,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
6438,female,45,own,1,skilled,1,yes,yes,No Risk
294,male,20,own,1,skilled,1,yes,yes,No Risk
2473,male,36,own,1,skilled,1,none,yes,Risk
250,male,23,rent,1,unskilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
2080,female,36,own,1,skilled,1,none,yes,No Risk
6913,female,30,own,2,unskilled,2,yes,yes,Risk
9717,male,49,free,3,skilled,1,yes,yes,Risk
575,male,29,rent,1,unemployed,1,none,yes,No Risk
5759,female,49,own,2,skilled,1,none,yes,No Risk
2470,male,30,own,2,skilled,1,yes,yes,Risk
3897,female,29,own,1,skilled,1,none,yes,No Risk
5222,male,48,free,2,unskilled,2,yes,yes,No Risk
4289,male,27,own,2,skilled,1,none,yes,No Risk
4748,male,54,free,2,skilled,1,yes,yes,Risk
2752,male,52,own,1,skilled,1,yes,yes,Risk
2713,male,26,own,1,unskilled,1,none,yes,Risk
1439,male,46,own,1,skilled,1,yes,yes,No Risk
3714,female,42,own,1,unskilled,1,none,yes,No Risk
7252,male,47,own,2,skilled,2,none,yes,Risk
250,male,29,own,1,skilled,1,yes,yes,No Risk
5011,male,32,own,2,skilled,1,none,yes,No Risk
423,male,32,own,1,skilled,1,none,yes,No Risk
881,male,36,own,2,skilled,1,none,yes,Risk
4855,male,30,free,2,skilled,1,none,yes,No Risk
250,male,33,own,1,unskilled,1,none,yes,No Risk
4398,male,30,own,1,unskilled,1,yes,yes,No Risk
250,female,41,own,1,skilled,1,yes,yes,No Risk
3030,female,50,own,2,skilled,1,none,yes,No Risk
2652,male,32,own,1,skilled,1,none,yes,No Risk
7922,female,59,own,3,skilled,2,yes,yes,Risk
1731,female,45,own,1,skilled,1,yes,yes,Risk
4511,male,40,own,1,skilled,1,none,yes,No Risk
3763,female,46,own,1,unskilled,2,yes,yes,No Risk
5843,female,51,own,2,skilled,1,none,yes,Risk
4813,female,42,free,3,skilled,2,yes,yes,Risk
5358,female,45,own,1,skilled,2,yes,no,Risk
7200,male,42,own,2,skilled,1,yes,yes,No Risk
479,female,26,rent,1,skilled,1,none,yes,No Risk
5424,female,41,own,2,skilled,1,none,yes,Risk
7631,male,53,own,2,unskilled,2,yes,yes,Risk
1571,male,29,own,1,skilled,2,yes,yes,No Risk
6396,male,39,own,1,unskilled,1,yes,yes,Risk
5548,male,44,own,2,skilled,1,none,yes,No Risk
4640,female,39,free,1,skilled,1,yes,yes,No Risk
587,female,50,own,2,unskilled,1,yes,yes,No Risk
4821,male,54,own,2,unskilled,1,yes,yes,No Risk
2989,female,41,free,1,skilled,1,yes,yes,Risk
4851,female,26,own,1,skilled,1,none,yes,No Risk
250,female,24,own,1,skilled,1,none,yes,No Risk
5915,male,45,own,2,skilled,2,yes,yes,No Risk
5233,male,34,own,2,unskilled,1,yes,yes,No Risk
250,male,23,rent,1,skilled,1,none,yes,No Risk
1821,female,44,own,1,skilled,1,yes,yes,No Risk
805,male,33,own,2,skilled,1,none,yes,No Risk
9594,male,50,own,2,unskilled,2,yes,yes,No Risk
2402,male,40,own,1,unskilled,1,none,yes,No Risk
1412,female,48,own,1,skilled,1,none,yes,No Risk
3315,male,34,own,1,skilled,1,none,yes,No Risk
5794,female,61,free,2,skilled,1,yes,yes,Risk
4782,male,35,own,1,skilled,1,yes,yes,No Risk
5025,male,54,own,2,skilled,1,none,yes,Risk
930,female,38,own,1,skilled,1,none,yes,Risk
6498,female,45,own,1,skilled,1,none,yes,No Risk
3548,female,44,free,2,skilled,2,yes,yes,Risk
5180,female,46,own,2,skilled,1,none,yes,No Risk
420,female,19,own,1,skilled,1,none,yes,No Risk
6218,male,46,own,2,unemployed,2,yes,yes,No Risk
1739,male,38,own,1,skilled,2,none,yes,No Risk
8184,male,55,own,2,skilled,2,yes,yes,Risk
250,female,28,own,1,skilled,1,none,yes,No Risk
699,male,31,rent,1,skilled,1,yes,yes,Risk
4652,male,35,rent,1,unskilled,1,yes,yes,Risk
7636,female,49,own,2,skilled,2,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1782,male,32,own,1,skilled,2,yes,yes,Risk
7910,male,36,own,2,skilled,1,none,yes,No Risk
982,male,42,own,1,unemployed,1,yes,yes,Risk
3048,female,29,own,1,unemployed,1,yes,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
7118,male,50,free,2,skilled,2,yes,yes,Risk
2532,male,34,own,1,skilled,1,none,yes,No Risk
4129,female,36,own,2,skilled,1,none,yes,Risk
6658,female,61,free,2,unskilled,1,yes,yes,Risk
250,female,41,own,1,skilled,1,yes,yes,No Risk
1660,male,31,own,1,unskilled,1,none,yes,No Risk
8070,male,41,own,2,unskilled,1,yes,yes,No Risk
742,male,29,own,1,skilled,1,none,yes,No Risk
2483,male,37,own,2,skilled,1,yes,yes,Risk
880,female,28,own,1,skilled,1,none,yes,No Risk
985,female,28,own,1,skilled,1,none,yes,No Risk
250,female,39,own,1,unemployed,1,yes,yes,No Risk
2719,female,40,own,2,skilled,1,none,yes,No Risk
3981,female,41,own,1,skilled,1,yes,yes,No Risk
3900,female,33,own,1,skilled,1,none,yes,Risk
2290,male,47,own,2,skilled,1,none,yes,Risk
4807,male,45,own,1,skilled,1,none,yes,Risk
250,male,22,rent,1,unskilled,1,none,yes,No Risk
6912,male,42,own,2,skilled,1,none,yes,Risk
6411,male,46,own,2,skilled,1,yes,yes,Risk
5378,female,32,own,1,skilled,1,none,yes,Risk
933,female,27,own,1,skilled,1,none,yes,No Risk
2468,female,26,own,1,unskilled,1,none,yes,No Risk
2774,male,33,own,1,skilled,1,yes,yes,Risk
3896,female,36,own,1,skilled,2,none,yes,No Risk
5774,male,47,own,2,unskilled,1,none,yes,No Risk
1801,female,34,own,1,skilled,2,none,yes,No Risk
7468,male,48,own,2,skilled,1,yes,yes,No Risk
6284,male,52,own,2,unskilled,2,yes,yes,No Risk
6894,female,53,free,2,skilled,1,none,yes,Risk
1395,male,33,own,2,skilled,1,yes,yes,No Risk
250,male,27,rent,1,unemployed,1,none,yes,No Risk
604,male,29,rent,1,unskilled,1,none,yes,No Risk
5204,female,53,own,1,skilled,1,none,yes,No Risk
5790,male,44,own,2,unskilled,1,yes,yes,No Risk
5422,male,38,own,1,skilled,1,yes,yes,No Risk
5044,male,43,own,2,skilled,1,none,yes,No Risk
2734,male,38,own,1,skilled,1,none,yes,Risk
4186,female,41,own,2,skilled,1,none,yes,No Risk
250,male,32,own,2,skilled,1,none,yes,No Risk
6878,male,60,free,3,skilled,2,yes,yes,Risk
472,male,25,rent,1,unemployed,1,none,yes,No Risk
2173,male,21,rent,1,skilled,1,none,yes,No Risk
250,male,30,rent,1,skilled,1,none,yes,No Risk
3366,male,44,own,2,unskilled,1,yes,yes,No Risk
3801,male,28,own,2,skilled,1,none,yes,No Risk
5359,female,53,free,3,skilled,2,yes,yes,No Risk
250,female,21,rent,1,unskilled,1,none,yes,No Risk
521,male,31,own,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
1345,male,27,rent,1,skilled,1,none,yes,Risk
250,female,25,own,1,skilled,1,none,yes,No Risk
6266,male,44,own,1,skilled,1,yes,yes,Risk
2896,male,33,rent,1,unskilled,1,none,yes,Risk
5087,female,48,own,1,skilled,2,yes,yes,No Risk
3182,female,29,rent,1,skilled,1,none,yes,Risk
3283,male,31,own,1,skilled,1,none,yes,No Risk
4837,male,47,own,2,skilled,1,none,yes,No Risk
8187,male,55,free,2,skilled,2,yes,yes,Risk
4570,male,47,own,1,skilled,1,yes,yes,Risk
2826,male,46,free,2,unskilled,1,yes,yes,No Risk
388,male,33,own,1,skilled,1,none,yes,Risk
1296,female,29,rent,1,skilled,1,none,yes,No Risk
5597,female,32,own,2,unemployed,1,none,yes,No Risk
3965,male,25,rent,1,skilled,1,none,yes,No Risk
2644,female,23,own,1,skilled,1,none,yes,No Risk
6437,male,50,free,2,skilled,2,yes,no,Risk
2070,male,41,own,1,skilled,1,none,yes,Risk
3810,female,43,own,1,skilled,1,none,yes,No Risk
3104,male,19,rent,1,unskilled,1,none,yes,No Risk
5954,male,44,free,2,skilled,1,yes,yes,Risk
250,male,28,rent,1,unskilled,1,none,yes,No Risk
5576,female,33,own,1,unskilled,1,none,yes,No Risk
2238,female,27,free,2,skilled,1,none,yes,No Risk
3283,male,33,own,1,unskilled,1,yes,yes,No Risk
2418,male,40,own,2,unemployed,1,yes,yes,Risk
7030,female,36,own,2,skilled,1,yes,yes,Risk
5717,male,54,free,2,skilled,2,yes,yes,Risk
6860,male,40,rent,1,unskilled,1,yes,yes,No Risk
6731,male,27,free,2,skilled,1,none,yes,Risk
1665,female,31,own,1,skilled,1,none,yes,No Risk
250,female,22,own,1,unskilled,1,none,yes,No Risk
7074,male,49,free,1,skilled,1,yes,yes,Risk
1125,female,25,own,1,skilled,1,none,yes,No Risk
2919,female,34,own,1,skilled,1,none,yes,No Risk
3509,female,27,own,2,skilled,1,yes,yes,Risk
9286,male,52,free,2,skilled,2,yes,yes,Risk
5611,male,30,own,2,skilled,2,yes,yes,Risk
2154,female,35,rent,1,unemployed,1,none,yes,Risk
3709,female,51,own,1,unskilled,1,none,yes,Risk
250,male,25,own,1,skilled,1,none,yes,No Risk
4400,male,47,free,3,unskilled,2,yes,yes,Risk
3179,male,38,rent,1,skilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
5816,male,50,free,2,skilled,2,yes,yes,Risk
600,male,27,own,1,skilled,1,yes,yes,No Risk
3692,female,21,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,unemployed,1,none,yes,No Risk
294,male,41,rent,1,unskilled,1,none,yes,No Risk
3105,male,31,own,1,skilled,1,none,yes,No Risk
8200,male,53,free,2,skilled,2,yes,yes,Risk
951,male,26,own,1,skilled,2,none,yes,No Risk
2337,male,38,own,2,skilled,1,yes,yes,Risk
5363,female,40,own,2,skilled,1,yes,yes,Risk
3428,female,27,own,1,skilled,1,none,yes,No Risk
400,male,20,own,1,skilled,1,none,yes,No Risk
250,female,29,own,1,skilled,1,none,yes,No Risk
5130,female,48,own,1,skilled,1,none,yes,Risk
317,female,32,own,1,skilled,1,none,yes,No Risk
4134,female,28,free,2,skilled,2,yes,yes,Risk
2011,male,48,own,1,skilled,1,none,yes,No Risk
2077,female,21,own,1,skilled,1,none,yes,No Risk
6062,male,42,own,2,skilled,1,yes,yes,Risk
1608,female,22,rent,1,skilled,1,none,yes,No Risk
250,male,23,own,1,unskilled,1,none,yes,No Risk
5657,male,47,free,2,unskilled,2,yes,yes,No Risk
1965,male,53,own,2,skilled,2,yes,yes,Risk
5831,male,44,free,3,skilled,2,yes,yes,No Risk
1983,female,19,own,1,skilled,1,none,yes,No Risk
6259,male,54,free,2,skilled,1,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1038,male,46,own,1,unemployed,2,yes,yes,No Risk
3454,male,38,rent,1,skilled,1,none,yes,No Risk
965,female,40,own,1,skilled,1,none,yes,No Risk
5275,female,47,own,2,skilled,1,yes,yes,Risk
3753,female,26,own,1,unemployed,1,none,yes,No Risk
8219,male,50,free,2,skilled,1,yes,yes,Risk
1451,male,19,own,1,skilled,1,none,yes,No Risk
6036,male,48,own,2,skilled,1,yes,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
6421,male,36,own,1,unskilled,1,yes,yes,No Risk
250,male,19,own,1,skilled,1,none,yes,No Risk
10838,male,51,free,3,unskilled,2,yes,yes,Risk
1008,male,19,own,1,skilled,1,none,yes,No Risk
3521,female,38,own,3,skilled,1,yes,yes,No Risk
250,male,26,rent,1,skilled,1,none,yes,No Risk
1235,male,35,rent,2,skilled,1,none,yes,Risk
6640,male,36,own,2,skilled,1,none,yes,No Risk
1950,male,32,own,1,skilled,1,none,yes,No Risk
9054,male,57,own,2,skilled,1,yes,yes,Risk
2009,male,50,own,1,skilled,1,none,yes,No Risk
250,female,21,own,1,skilled,1,none,yes,No Risk
5562,male,41,own,2,skilled,1,yes,yes,No Risk
2337,male,27,own,2,skilled,1,none,yes,No Risk
2018,female,47,rent,3,unskilled,1,yes,yes,Risk
2161,male,23,own,2,skilled,2,yes,yes,No Risk
972,male,34,own,2,skilled,1,none,yes,No Risk
250,male,28,own,1,skilled,1,none,yes,No Risk
2326,male,28,rent,1,unskilled,1,yes,yes,No Risk
1433,male,41,own,1,skilled,1,yes,yes,No Risk
4185,male,39,own,2,skilled,1,yes,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
3551,male,40,rent,1,skilled,1,none,yes,Risk
250,male,33,own,1,skilled,1,none,yes,No Risk
5563,male,50,free,1,skilled,1,yes,yes,No Risk
5607,male,36,own,1,skilled,1,none,yes,Risk
2180,female,52,own,2,unskilled,1,yes,yes,Risk
336,male,33,free,1,skilled,1,yes,yes,No Risk
5313,male,31,own,1,skilled,1,none,yes,No Risk
2363,male,36,own,1,skilled,1,yes,yes,No Risk
8096,male,57,free,2,skilled,1,yes,yes,Risk
250,female,26,own,1,skilled,1,none,yes,No Risk
250,female,35,free,1,skilled,1,yes,yes,No Risk
631,female,32,rent,1,skilled,1,none,yes,No Risk
250,male,41,own,1,skilled,1,none,yes,No Risk
1480,male,32,rent,1,unskilled,2,yes,yes,No Risk
4231,female,19,own,1,skilled,1,none,yes,No Risk
4031,male,19,own,1,skilled,1,none,yes,Risk
2569,male,41,rent,2,unemployed,1,yes,yes,No Risk
1330,male,30,rent,1,skilled,1,none,yes,No Risk
5375,male,59,free,2,unskilled,1,yes,yes,Risk
250,female,32,own,1,skilled,1,none,yes,No Risk
1326,female,30,own,1,skilled,1,yes,yes,No Risk
2838,female,35,free,1,skilled,1,yes,yes,Risk
5606,male,47,own,3,skilled,1,none,yes,Risk
250,male,19,rent,1,unskilled,1,none,yes,No Risk
7597,female,43,free,2,skilled,1,yes,yes,Risk
1485,male,28,rent,1,unskilled,1,yes,yes,No Risk
4860,male,44,own,1,skilled,1,none,yes,No Risk
250,female,33,rent,1,skilled,1,none,yes,No Risk
2274,male,31,rent,1,skilled,2,none,yes,Risk
7120,male,50,own,3,skilled,2,yes,yes,Risk
2085,female,30,own,1,skilled,1,none,yes,No Risk
1971,male,28,rent,1,skilled,1,none,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
3995,male,46,own,1,unskilled,1,yes,yes,No Risk
250,female,29,own,1,skilled,1,none,yes,No Risk
2786,female,37,own,2,unskilled,1,yes,yes,Risk
4615,female,39,own,2,unskilled,2,yes,yes,Risk
5520,male,43,own,2,skilled,2,yes,yes,No Risk
250,male,31,own,1,skilled,1,yes,yes,No Risk
816,female,26,own,1,skilled,1,none,yes,No Risk
7417,male,49,free,3,skilled,2,yes,yes,Risk
6633,female,55,own,2,skilled,1,yes,yes,Risk
4738,female,47,own,2,skilled,1,yes,yes,Risk
2092,female,32,own,1,skilled,1,none,yes,No Risk
348,male,19,rent,1,skilled,1,none,yes,No Risk
7988,male,50,free,2,skilled,1,none,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2293,female,36,rent,1,unemployed,1,none,yes,No Risk
2575,male,43,own,2,unskilled,1,none,yes,No Risk
8005,male,56,free,2,skilled,1,yes,yes,Risk
5526,female,57,own,3,skilled,1,yes,yes,Risk
250,female,31,rent,1,skilled,1,none,yes,No Risk
6881,female,47,free,2,skilled,1,none,yes,Risk
3399,male,27,own,1,skilled,1,yes,yes,No Risk
2218,male,21,rent,1,unemployed,1,none,yes,No Risk
1353,male,29,own,2,skilled,1,none,no,No Risk
250,male,23,rent,2,skilled,1,none,yes,No Risk
5579,male,41,own,1,skilled,1,yes,yes,Risk
2900,female,35,own,2,skilled,1,none,yes,No Risk
6052,male,28,own,2,skilled,1,none,yes,No Risk
429,female,31,rent,1,unskilled,1,none,yes,No Risk
3801,female,54,free,2,skilled,1,none,yes,Risk
3998,male,32,own,1,skilled,1,none,yes,Risk
9655,male,37,own,2,skilled,1,none,yes,No Risk
250,female,24,own,1,skilled,1,none,yes,No Risk
916,female,38,own,1,skilled,1,none,yes,No Risk
3869,male,39,own,1,skilled,1,yes,yes,No Risk
1248,female,37,own,1,skilled,1,none,yes,No Risk
4416,male,47,own,2,skilled,1,none,yes,No Risk
978,female,19,rent,1,skilled,1,none,yes,No Risk
463,male,34,own,1,skilled,1,none,yes,Risk
6793,male,51,free,2,skilled,1,yes,yes,Risk
1850,female,19,rent,1,skilled,1,none,yes,No Risk
7409,male,48,own,2,skilled,1,none,yes,Risk
4386,female,32,own,2,skilled,1,none,yes,Risk
2433,male,40,own,1,skilled,2,yes,yes,No Risk
2578,male,43,own,1,unskilled,1,none,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
4940,male,47,own,2,skilled,1,none,yes,Risk
250,female,19,rent,1,skilled,1,yes,yes,No Risk
4641,male,40,own,2,skilled,2,none,yes,No Risk
4153,female,33,own,1,skilled,1,yes,yes,No Risk
2457,female,50,own,1,unskilled,1,none,yes,No Risk
3705,male,32,own,1,skilled,1,yes,yes,No Risk
4826,male,22,own,2,skilled,1,yes,yes,Risk
6898,male,55,free,2,skilled,2,yes,yes,Risk
250,male,28,rent,1,unemployed,1,none,yes,No Risk
8608,male,48,free,2,skilled,1,yes,yes,Risk
2775,male,48,free,2,skilled,1,yes,yes,Risk
4174,male,44,own,1,skilled,1,yes,yes,No Risk
2014,female,41,own,1,skilled,1,none,yes,No Risk
3228,female,34,own,2,skilled,1,yes,yes,Risk
6035,female,45,own,2,skilled,1,none,yes,Risk
250,male,20,rent,1,unskilled,1,none,yes,No Risk
5799,male,46,free,2,skilled,1,yes,yes,Risk
1198,male,34,rent,1,unskilled,1,yes,yes,No Risk
6346,female,41,own,1,skilled,1,yes,yes,Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
4706,female,46,own,1,skilled,1,none,yes,Risk
2574,female,28,own,1,skilled,1,none,yes,No Risk
4234,male,35,free,2,skilled,1,none,yes,Risk
250,female,30,rent,1,skilled,1,none,yes,No Risk
4580,male,45,free,2,skilled,1,yes,yes,No Risk
4939,male,33,free,2,skilled,1,none,yes,Risk
3733,male,41,own,1,skilled,1,none,yes,No Risk
6461,male,56,own,3,skilled,2,yes,yes,Risk
8232,female,49,own,2,skilled,2,yes,yes,No Risk
1060,male,44,free,1,skilled,1,yes,yes,No Risk
3533,female,44,own,1,skilled,1,none,yes,No Risk
250,female,22,own,1,skilled,1,none,yes,No Risk
699,male,27,own,1,skilled,1,none,yes,Risk
6959,male,38,own,1,skilled,1,none,yes,Risk
5682,male,60,free,2,skilled,2,yes,yes,Risk
5361,female,23,own,2,skilled,1,none,yes,No Risk
6967,female,54,free,2,skilled,2,yes,yes,Risk
250,female,23,own,1,unskilled,1,none,yes,No Risk
9545,male,44,free,2,skilled,2,yes,yes,Risk
2986,male,47,own,1,skilled,1,yes,yes,No Risk
5240,female,54,own,2,skilled,2,yes,yes,No Risk
4813,female,49,own,2,skilled,1,yes,yes,Risk
1847,female,27,own,1,skilled,1,none,yes,No Risk
7393,male,37,free,2,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
1796,male,28,rent,1,skilled,1,none,yes,No Risk
4674,female,44,own,2,skilled,1,none,yes,No Risk
7408,male,50,free,2,skilled,2,yes,yes,Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
4623,female,35,own,1,skilled,1,none,yes,No Risk
250,female,23,own,1,skilled,1,none,yes,No Risk
4257,male,39,rent,2,unemployed,1,yes,yes,No Risk
3212,female,34,own,1,skilled,1,none,yes,No Risk
3167,female,31,own,1,unemployed,1,none,yes,Risk
1052,female,28,own,1,skilled,1,none,yes,No Risk
250,male,25,own,1,skilled,1,none,yes,No Risk
1395,female,30,own,1,skilled,1,none,yes,Risk
5087,female,25,own,1,unemployed,1,yes,yes,No Risk
4425,female,46,free,2,skilled,2,yes,yes,Risk
1468,male,20,rent,1,unemployed,1,none,yes,No Risk
4842,female,43,free,2,skilled,1,none,yes,Risk
3605,female,28,own,2,skilled,1,yes,yes,No Risk
1485,male,36,own,1,skilled,1,none,yes,No Risk
6523,male,48,free,2,skilled,1,yes,yes,Risk
1773,male,20,own,2,skilled,1,none,yes,No Risk
1435,male,28,own,2,skilled,1,yes,yes,No Risk
931,male,19,rent,1,unskilled,1,none,yes,No Risk
2716,female,37,own,1,unskilled,1,none,yes,No Risk
4738,male,19,free,2,skilled,1,yes,yes,No Risk
922,female,28,rent,1,skilled,1,none,yes,No Risk
250,female,19,own,1,skilled,1,none,yes,No Risk
881,female,19,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
1067,female,29,own,1,skilled,1,none,yes,No Risk
2844,male,47,own,1,unskilled,1,yes,yes,No Risk
691,male,22,rent,2,skilled,1,none,yes,No Risk
7911,male,47,free,2,skilled,1,yes,yes,No Risk
250,female,25,rent,1,skilled,1,none,yes,No Risk
250,male,30,rent,1,skilled,1,none,yes,No Risk
711,male,36,own,1,skilled,1,yes,yes,No Risk
2141,female,22,rent,1,skilled,1,none,yes,No Risk
6457,male,42,own,2,unemployed,2,yes,yes,Risk
250,female,29,own,1,skilled,1,none,yes,No Risk
3871,male,19,rent,1,unskilled,1,none,yes,No Risk
3994,male,28,own,1,skilled,1,none,yes,No Risk
3512,female,30,own,1,skilled,1,none,yes,No Risk
2968,male,33,own,2,skilled,1,none,yes,Risk
4212,male,32,own,1,skilled,2,yes,yes,No Risk
797,female,36,own,1,skilled,1,none,yes,No Risk
2304,female,19,own,1,skilled,1,none,yes,No Risk
2348,male,42,own,1,unskilled,1,none,yes,Risk
250,male,31,rent,1,skilled,1,none,yes,No Risk
1764,male,24,rent,1,skilled,1,none,yes,No Risk
250,female,33,own,1,unemployed,1,none,yes,No Risk
255,female,25,own,1,skilled,1,yes,yes,No Risk
250,female,19,rent,1,skilled,1,none,yes,No Risk
1371,male,33,rent,2,unemployed,1,none,yes,No Risk
1993,male,40,own,2,skilled,1,none,yes,No Risk
4780,male,42,free,1,skilled,1,none,yes,No Risk
1880,female,42,own,1,skilled,1,none,yes,No Risk
6523,male,51,own,2,unskilled,2,yes,yes,Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2441,female,45,own,1,skilled,1,yes,yes,No Risk
250,male,21,own,1,unskilled,1,yes,yes,No Risk
7360,male,35,own,2,skilled,1,yes,yes,Risk
5784,male,35,own,2,skilled,1,yes,yes,Risk
4535,male,31,own,1,skilled,1,none,yes,No Risk
3993,male,20,own,1,skilled,1,yes,yes,No Risk
8258,male,50,free,2,skilled,2,yes,yes,Risk
2716,male,28,free,2,skilled,1,none,yes,Risk
1573,male,25,rent,1,skilled,1,none,yes,No Risk
5624,male,42,free,2,skilled,1,yes,yes,Risk
1173,male,23,own,1,skilled,1,none,yes,No Risk
250,male,19,rent,1,skilled,1,none,yes,No Risk
2321,female,39,rent,1,unemployed,1,none,yes,No Risk
919,female,24,own,1,skilled,2,yes,yes,No Risk
6954,female,58,own,2,skilled,1,none,yes,Risk
1043,male,33,own,1,skilled,1,yes,yes,No Risk
7148,female,43,own,1,skilled,1,none,yes,Risk
250,female,19,rent,1,unemployed,1,none,yes,No Risk
4506,female,48,free,2,skilled,2,yes,yes,Risk
2071,male,46,free,1,unskilled,1,yes,yes,Risk
